name,SMILES,formula,exact_mass
perfluoromethane phosphonic acid,C(F)(F)(F)P(=O)(O)O,CH2F3O3P,149.9693652
perfluoroethane phosphonic acid,C(C(F)(F)P(=O)(O)O)(F)(F)F,C2H2F5O3P,199.9661717
perfluoropropane phosphonic acid,C(C(F)(F)F)(C(F)(F)P(=O)(O)O)(F)F,C3H2F7O3P,249.9629781
perfluoropentane phosphonic acid,C(C(C(F)(F)F)(F)F)(C(C(F)(F)P(=O)(O)O)(F)F)(F)F,C5H2F11O3P,349.956591
perfluoroheptane phosphonic acid,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F,C7H2F15O3P,449.9502039
perfluorononane phosphonic acid,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F,C9H2F19O3P,549.9438167
perfluoroundecane phosphonic acid,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F,C11H2F23O3P,649.9374296
perfluorododecane phosphonic acid,C(C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H2F25O3P,699.9342361
perfluorotridecane phosphonic acid,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C13H2F27O3P,749.9310425
perfluorotetradacane phosphonic acid,C(C(C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C14H2F29O3P,799.9278489
perfluoropentadecane phosphonic acid,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H2F31O3P,849.9246554
perfluorohexadecane phosphonic acid,C(C(C(C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C16H2F33O3P,899.9214618
perfluoroheptadecane phosphonic acid,C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C17H2F35O3P,949.9182683
perfluorooctadecane phosphonic acid,C(C(C(C(C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C18H2F37O3P,999.9150747
perfluorononadecane phosphonic acid,C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C19H2F39O3P,1049.911881
N-sulfopropyl ethyl-perfluoroethane amide,CCN(CCCS(=O)(=O)O)C(=O)C(F)(F)F,C7H12F3NO4S,263.0439135
N-sulfopropyl ethyl-perfluoropropane amide,CCN(CCCS(=O)(=O)O)C(=O)C(C(F)(F)F)(F)F,C8H12F5NO4S,313.04072
N-sulfopropyl ethyl-perfluorobutane amide,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(F)(F)F)(F)F)(F)F,C9H12F7NO4S,363.0375264
N-sulfopropyl ethyl-perfluorodecane amide,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H12F19NO4S,663.018365
N-sulfopropyl ethyl-perfluoroundecane amide,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C16H12F21NO4S,713.0151715
N-sulfopropyl ethyl-perfluorododecane amide,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C17H12F23NO4S,763.0119779
N-sulfopropyl ethyl-perfluorotridecane amide,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C18H12F25NO4S,813.0087844
N-sulfopropyl ethyl-perfluorotetradecane amide,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C19H12F27NO4S,863.0055908
N-sulfopropyl ethyl-perfluoropentadecane amide,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.C,C21H16F29NO4S,929.0336974
Perfluorobutane dienoic sulfonic acid,C(=C(F)F)(/C(=C(\F)/S(=O)(=O)O)/F)F,C4HF5O3S,223.956656
Perfluoropentane dienoic sulfonic acid,C(=C(\C(F)(F)S(=O)(=O)O)/F)(/C(=C(F)F)F)\F,C5HF7O3S,273.9534624
Perfluorohexane dienoic sulfonic acid,C(=C(\C(F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C6HF9O3S,323.9502689
Perfluoroheptane dienoic sulfonic acid,C(=C(\C(C(F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C7HF11O3S,373.9470753
Perfluorooctane dienoic sulfonic acid,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C8HF13O3S,423.9438818
Perfluorononane dienoic sulfonic acid,C(=C(\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C9HF15O3S,473.9406882
Perfluorodecane dienoic sulfonic acid,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C10HF17O3S,523.9374946
Perfluoroundecane dienoic sulfonic acid,C(=C(\C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C11HF19O3S,573.9343011
Perfluorododecane dienoic sulfonic acid,C(=C(\C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C12HF21O3S,623.9311075
Perfluorotridecane dienoic sulfonic acid,C(=C(\C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C13HF23O3S,673.927914
Perfluorotetradacane dienoic sulfonic acid,C(=C(\C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C14HF25O3S,723.9247204
Perfluoropentadecane dienoic sulfonic acid,C(=C(\C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C15HF27O3S,773.9215268
Perfluorohexadecane dienoic sulfonic acid,C(=C(\C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C16HF29O3S,823.9183333
Perfluoroheptadecane dienoic sulfonic acid,C(=C(\C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C17HF31O3S,873.9151397
Perfluorooctadecane dienoic sulfonic acid,C(=C(\C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)(/C(=C(/C(F)(F)S(=O)(=O)O)\F)/F)\F,C18HF33O3S,923.9119462
Unsaturated Perfluoro Ether hexadecane  sulfonic acid,C(=C(F)OC(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15HF29O4S,827.9132479
Unsaturated Perfluoro Ether heptadecane  sulfonic acid,C(=C(F)OC(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C16HF31O4S,877.9100543
2:2 fluorotelomer sulfonyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfonyl hydroxyl carboxylate,C(CS(=O)(=O)CC(CNCC(=O)O)O)C(C(F)(F)F)(F)F,C9H14F5NO5S,343.0512846
4:2 fluorotelomer thia ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfonyl hydroxyl carboxylate,C(CS(=O)(=O)CC(CNCC(=O)O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C11H14F9NO5S,443.0448975
6:2 fluorotelomer sulfonyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfonyl hydroxyl carboxylate,C(CS(=O)(=O)CC(CNCC(=O)O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C13H14F13NO5S,543.0385104
8:2 fluorotelomer sulfonyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfonyl hydroxyl carboxylate,C(CS(=O)(=O)CC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H14F17NO5S,643.0321233
10:2 fluorotelomer sulfonyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfonyl hydroxyl carboxylate,C(CS(=O)(=O)CC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C17H14F21NO5S,743.0257362
12:2 fluorotelomer sulfonyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfonyl hydroxyl carboxylate,C(CS(=O)(=O)CC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C19H14F25NO5S,843.019349
2:2 fluorotelomer sulfinyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfinyl hydroxyl carboxylate,C(CS(=O)CC(CNCC(=O)O)O)C(C(F)(F)F)(F)F,C9H14F5NO4S,327.05637
4:2 fluorotelomer sulfinyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfinyl hydroxyl carboxylate,C(CS(=O)CC(CNCC(=O)O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C11H14F9NO4S,427.0499829
6:2 fluorotelomer sulfinyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfinyl hydroxyl carboxylate,C(CS(=O)CC(CNCC(=O)O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C13H14F13NO4S,527.0435958
8:2 fluorotelomer sulfinyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfinyl hydroxyl carboxylate,C(CS(=O)CC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H14F17NO4S,627.0372087
10:2 fluorotelomer sulfinyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfinyl hydroxyl carboxylate,C(CS(=O)CC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C17H14F21NO4S,727.0308215
12:2 fluorotelomer sulfinyl ammoniohydroxypropyl  ethanoic acid;fluorotelomer sulfinyl hydroxyl carboxylate,C(CS(=O)CC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C19H14F25NO4S,827.0244344
2:2 fluorotelomer sulfinyl propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer sulfinyl alkylamido hydroxyl carboxylate,C(CS(=O)CCC(C(F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C12H19F5N2O5S,398.0934838
4:2 fluorotelomer sulfinyl propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer sulfinyl alkylamido hydroxyl carboxylate,C(CS(=O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C14H19F9N2O5S,498.0870967
6:2 fluorotelomer sulfinyl propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer sulfinyl alkylamido hydroxyl carboxylate,C(CS(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C16H19F13N2O5S,598.0807096
8:2 fluorotelomer sulfinyl propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer sulfinyl alkylamido hydroxyl carboxylate,C(CS(=O)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C18H19F17N2O5S,698.0743224
10:2 fluorotelomer sulfinyl propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer sulfinyl alkylamido hydroxyl carboxylate,C(CS(=O)CCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C20H19F21N2O5S,798.0679353
12:2 fluorotelomer sulfinyl propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer sulfinyl alkylamido hydroxyl carboxylate,C(CS(=O)CCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C22H19F25N2O5S,898.0615482
2:2 fluorotelomer thia ammoniohydroxypropyl ethanoic acid;fluorotelomer thioether hydroxyl carboxylate,C(CSCC(CNCC(=O)O)O)C(C(F)(F)F)(F)F,C9H14F5NO3S,311.0614554
4:2 fluorotelomer thia ammoniohydroxypropyl ethanoic acid;fluorotelomer thioether hydroxyl carboxylate,C(CSCC(CNCC(=O)O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C11H14F9NO3S,411.0550683
6:2 fluorotelomer thia ammoniohydroxypropyl  ethanoic acid;fluorotelomer thioether hydroxyl carboxylate,C(CSCC(CNCC(=O)O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C13H14F13NO3S,511.0486812
8:2 fluorotelomer thia ammoniohydroxypropyl  ethanoic acid;fluorotelomer thioether hydroxyl carboxylate,C(CSCC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H14F17NO3S,611.042294
10:2 fluorotelomer thia ammoniohydroxypropyl  ethanoic acid;fluorotelomer thioether hydroxyl carboxylate,C(CSCC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C17H14F21NO3S,711.0359069
12:2 fluorotelomer thia ammoniohydroxypropyl  ethanoic acid;fluorotelomer thioether hydroxyl carboxylate,C(CSCC(CNCC(=O)O)O)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C19H14F25NO3S,811.0295198
2:2 fluorotelomer thia propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer thioether alkylamido hydroxyl carboxylate,C(CSCCC(C(F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C12H19F5N2O4S,382.0985692
4:2 fluorotelomer thia propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer thioether alkylamido hydroxyl carboxylate,C(CSCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C14H19F9N2O4S,482.0921821
6:2 fluorotelomer thia propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer thioether alkylamido hydroxyl carboxylate,C(CSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C16H19F13N2O4S,582.0857949
8:2 fluorotelomer thia propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer thioether alkylamido hydroxyl carboxylate,C(CSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C18H19F17N2O4S,682.0794078
10:2 fluorotelomer thia propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer thioether alkylamido hydroxyl carboxylate,C(CSCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C20H19F21N2O4S,782.0730207
12:2 fluorotelomer thia propanoamido hydroxy propanoamido ethanoic acid;fluorotelomer thioether alkylamido hydroxyl carboxylate,C(CSCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NC(CC(CC(=O)O)N)O)O,C22H19F25N2O4S,882.0666336
Hydrogen-substituted Perfluoroalkyl Dodecanedioic acid,C(C(=O)O)(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C12H3F19O4,571.9727948
Hydrogen-substituted Perfluoroalkyl Tridecanedioic acid,C(C(=O)O)(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C13H3F21O4,621.9696012
Hydrogen-substituted Perfluoroalkyl Undecanedioic acid,C(C(=O)O)(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C11H3F17O4,521.9759883
Unsatudared Perfluoro-n-propanoxy methanoic acid;Unsaturated-PerFluoro Ether Hexanoic Acid,C(=O)(C(C(C(C(=O)O)(F)F)(F)F)(F)F)F,C5HF7O3,241.9813914
Unsatudared Perfluoro-n-butyloxy methanoic acid;Unsaturated-PerFluoro Ether Heptanoic Acid,C(=O)(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)F,C6HF9O3,291.9781979
Unsatudared Perfluoro-n-hexyloxy methanoic acid;Unsaturated-PerFluoro Ether Nonanoic Acid,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C8HF13O3,391.9718108
Unsatudared Perfluoro-n-pentyloxy methanoic acid;Unsaturated-PerFluoro Ether Octanoic Acid,C(=O)(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)F,C7HF11O3,341.9750043
14:2 fluorotelomer phosphonic acid,CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C16H6F29O3P,827.9591491
16:2 fluorotelomer phosphonic acid,CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C18H6F33O3P,927.9527619
18:2 fluorotelomer phosphonic acid,CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C20H6F37O3P,1027.946375
2:2 fluorotelomer phosphonic acid,CC(C(C)(F)P(=O)(OF)OF)(F)F,C4H6F5O3P,227.9974718
20:2 fluorotelomer phosphonic acid,CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C22H6F41O3P,1127.939988
6:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(C(C(F)SF)(F)F)(F)F)(F)F)(F)F)(F)F,C11H12F13O3PS,502.0037187
8:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(C(C(C(C(F)SF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C13H12F17O3PS,601.9973316
Unsaturated-PerFluoro Ether Decanoic Acid,C(=O)(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C9HF15O3,441.9686172
Unsaturated-PerFluoro Ether Dodecanoic Acid,C(=O)(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C11HF19O3,541.9622301
Unsaturated-PerFluoro Ether Heptadecanoic Acid,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C16HF29O3,791.9462623
Unsaturated-PerFluoro Ether Hexadecanoic Acid,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C15HF27O3,741.9494558
Unsaturated-PerFluoro Ether Octadecanoic Acid,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C17HF31O3,841.9430687
Unsaturated-PerFluoro Ether Pentadecanoic Acid,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C14HF25O3,691.9526494
Unsaturated-PerFluoro Ether Tetradecanoic Acid,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C13HF23O3,641.955843
Unsaturated-PerFluoro Ether Tridecanoic Acid,C(=O)(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C12HF21O3,591.9590365
Unsaturated-PerFluoro Ether Undecanoic Acid,C(=O)(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C10HF17O3,491.9654236
10:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(C(C(C(C(C(C(F)SF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C15H12F21O3PS,701.9909445
12:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(C(C(C(C(C(C(C(C(F)SF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C17H12F25O3PS,801.9845574
14:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)SF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C19H12F29O3PS,901.9781703
16:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)SF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C21H12F33O3PS,1001.971783
18:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)SF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C23H12F37O3PS,1101.965396
2:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(F)SF)(F)F,C7H12F5O3PS,302.016493
20:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)SF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C25H12F41O3PS,1201.959009
4:2 fluorotelomer thia propyl phosphonic acid,CC(C)OP(=O)(F)OC(C)C(C(C(C(F)SF)(F)F)(F)F)(F)F,C9H12F9O3PS,402.0101059
